InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,SalePrice
61692,5/29/2016,Canada,2240,CAN7,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
61693,5/29/2016,Germany,2163,GER1,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
61694,5/29/2016,United States,2175,US13,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
61695,5/29/2016,Canada,2152,CAN3,Female,9,39-40,7, $189.00 ,0%, $189.00 
61696,5/29/2016,United Kingdom,2199,UK5,Male,10,43,9.5, $149.00 ,0%, $149.00 
61697,5/29/2016,United States,2218,US3,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
61698,5/29/2016,United States,2182,US15,Male,11,44,10.5, $159.00 ,50%, $79.50 
61699,5/29/2016,United States,2232,US15,Male,10.5,43-44,10, $169.00 ,50%, $84.50 
61700,5/29/2016,Germany,2238,GER1,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61700,5/29/2016,Germany,2203,GER2,Male,11,44,10.5, $169.00 ,0%, $169.00 
61701,5/29/2016,United Kingdom,2193,UK3,Male,9.5,42-43,9, $129.00 ,50%, $64.50 
61702,5/29/2016,United States,2184,US12,Female,9,39-40,7, $159.00 ,20%, $127.20 
61703,5/29/2016,United States,2201,US4,Male,12,45,11.5, $129.00 ,0%, $129.00 
61704,5/29/2016,Canada,2241,CAN5,Male,10.5,43-44,10, $189.00 ,50%, $94.50 
61705,5/29/2016,Germany,2180,GER3,Female,7.5,38,5.5, $139.00 ,0%, $139.00 
61706,5/29/2016,Canada,2164,CAN7,Male,11.5,44-45,11, $129.00 ,0%, $129.00 
61707,5/29/2016,United States,2206,US1,Male,6,39,5.5, $129.00 ,0%, $129.00 
61708,5/29/2016,United States,2147,US12,Female,8.5,39,6.5, $169.00 ,10%, $152.10 
61709,5/30/2016,Canada,2209,CAN7,Male,10,43,9.5, $159.00 ,0%, $159.00 
61710,5/30/2016,United States,2153,US13,Female,8,38-39,6, $179.00 ,0%, $179.00 
61711,5/30/2016,Germany,2234,GER2,Female,8.5,39,6.5, $129.00 ,10%, $116.10 
61712,5/30/2016,Canada,2219,CAN2,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
61712,5/30/2016,Canada,2198,CAN5,Female,9,39-40,7, $179.00 ,0%, $179.00 
61713,5/30/2016,United States,2177,US9,Male,10,43,9.5, $159.00 ,0%, $159.00 
61714,5/30/2016,United States,2237,US12,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61715,5/30/2016,Canada,2233,CAN3,Female,11,41-42,9, $159.00 ,30%, $111.30 
61716,5/30/2016,United States,2229,US12,Male,8,41,7.5, $179.00 ,0%, $179.00 
61717,5/30/2016,Germany,2167,GER1,Male,12,45,11.5, $159.00 ,20%, $127.20 
61717,5/30/2016,Germany,2194,GER1,Male,9,42,8.5, $159.00 ,50%, $79.50 
61718,5/30/2016,Canada,2213,CAN7,Male,10,43,9.5, $199.00 ,0%, $199.00 
61719,5/30/2016,United Kingdom,2158,UK1,Male,9,42,8.5, $159.00 ,20%, $127.20 
61720,5/30/2016,United Kingdom,2198,UK2,Male,8.5,41-42,8, $179.00 ,0%, $179.00 
61721,5/30/2016,United States,2192,US15,Female,9,39-40,7, $159.00 ,30%, $111.30 
61722,5/30/2016,United States,2156,US6,Male,14,47,13.5, $129.00 ,20%, $103.20 
61723,5/30/2016,United Kingdom,2180,UK4,Female,11.5,42,9.5, $129.00 ,0%, $129.00 
61724,5/30/2016,Germany,2226,GER2,Female,7,37-38,5, $149.00 ,0%, $149.00 
61725,5/30/2016,Germany,2160,GER3,Female,7,37-38,5, $149.00 ,0%, $149.00 
61725,5/30/2016,Germany,2242,GER1,Male,11.5,44-45,11, $149.00 ,20%, $119.20 
61726,5/31/2016,United States,2187,US14,Male,9.5,42-43,9, $199.00 ,30%, $139.30 
61727,5/31/2016,Canada,2194,CAN5,Male,11.5,44-45,11, $199.00 ,50%, $99.50 
61728,5/31/2016,Canada,2222,CAN5,Male,14,47,13.5, $149.00 ,0%, $149.00 
61729,5/31/2016,Germany,2193,GER1,Female,10.5,41,8.5, $139.00 ,10%, $125.10 
61729,5/31/2016,Germany,2200,GER1,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61730,5/31/2016,United Kingdom,2186,UK2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
61731,5/31/2016,Germany,2174,GER1,Male,10,43,9.5, $189.00 ,0%, $189.00 
61732,5/31/2016,Canada,2237,CAN1,Male,10,43,9.5, $159.00 ,0%, $159.00 
61733,5/31/2016,United States,2198,US12,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
61734,5/31/2016,Germany,2173,GER1,Male,8.5,41-42,8, $159.00 ,10%, $143.10 
61734,5/31/2016,Germany,2167,GER1,Male,12,45,11.5, $159.00 ,20%, $127.20 
61735,5/31/2016,Germany,2218,GER1,Female,7.5,38,5.5, $129.00 ,0%, $129.00 
61736,5/31/2016,Canada,2240,CAN7,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
61736,5/31/2016,Canada,2177,CAN5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61737,5/31/2016,Germany,2195,GER3,Male,10,43,9.5, $129.00 ,0%, $129.00 
61738,5/31/2016,Canada,2227,CAN1,Male,9,42,8.5, $129.00 ,50%, $64.50 
61739,5/31/2016,United States,2224,US1,Male,11,44,10.5, $169.00 ,10%, $152.10 
61740,5/31/2016,United States,2212,US13,Male,11,44,10.5, $129.00 ,10%, $116.10 
61741,5/31/2016,United States,2241,US12,Female,8.5,39,6.5, $159.00 ,20%, $127.20 
61742,6/1/2016,Germany,2205,GER3,Male,9,42,8.5, $139.00 ,0%, $139.00 
61743,6/1/2016,Canada,2198,CAN1,Female,9,39-40,7, $139.00 ,50%, $69.50 
61744,6/1/2016,Canada,2194,CAN5,Male,11.5,44-45,11, $199.00 ,50%, $99.50 
61745,6/1/2016,United Kingdom,2164,UK4,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
61746,6/1/2016,Germany,2176,GER2,Male,10,43,9.5, $169.00 ,0%, $169.00 
61747,6/1/2016,Germany,2225,GER2,Female,8.5,39,6.5, $169.00 ,50%, $84.50 
61748,6/1/2016,Germany,2165,GER1,Female,4.5,35,2.5, $149.00 ,0%, $149.00 
61749,6/1/2016,Canada,2147,CAN6,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
61750,6/1/2016,Germany,2225,GER1,Male,12,45,11.5, $139.00 ,0%, $139.00 
61751,6/1/2016,Germany,2210,GER1,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
61752,6/1/2016,Germany,2157,GER1,Female,7.5,38,5.5, $179.00 ,10%, $161.10 
61753,6/1/2016,Germany,2209,GER1,Male,9.5,42-43,9, $189.00 ,50%, $94.50 
61754,6/1/2016,United States,2175,US13,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
61755,6/1/2016,Canada,2209,CAN7,Male,10,43,9.5, $159.00 ,0%, $159.00 
61755,6/1/2016,Canada,2164,CAN7,Male,8.5,41-42,8, $189.00 ,30%, $132.30 
61756,6/1/2016,United Kingdom,2232,UK4,Male,8.5,41-42,8, $149.00 ,0%, $149.00 
61756,6/1/2016,United Kingdom,2235,UK3,Male,12,45,11.5, $159.00 ,0%, $159.00 
61757,6/1/2016,Germany,2211,GER2,Male,11.5,44-45,11, $139.00 ,10%, $125.10 
61758,6/1/2016,United States,2150,US6,Female,7,37-38,5, $169.00 ,0%, $169.00 
61759,6/1/2016,United States,2236,US14,Female,7.5,38,5.5, $129.00 ,30%, $90.30 
61760,6/1/2016,United States,2215,US14,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
61761,6/1/2016,Germany,2159,GER1,Female,4.5,35,2.5, $159.00 ,10%, $143.10 
61762,6/1/2016,United States,2218,US3,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
61763,6/1/2016,United States,2204,US12,Male,10.5,43-44,10, $129.00 ,10%, $116.10 
61764,6/2/2016,United States,2168,US13,Female,8,38-39,6, $169.00 ,20%, $135.20 
61765,6/2/2016,United States,2225,US14,Male,9.5,42-43,9, $129.00 ,0%, $129.00 
61766,6/2/2016,United States,2184,US12,Female,9,39-40,7, $159.00 ,20%, $127.20 
61767,6/2/2016,United Kingdom,2193,UK3,Male,9.5,42-43,9, $129.00 ,50%, $64.50 
61768,6/2/2016,Canada,2162,CAN6,Male,10,43,9.5, $129.00 ,10%, $116.10 
61769,6/2/2016,Germany,2237,GER2,Female,10.5,41,8.5, $179.00 ,0%, $179.00 
61770,6/2/2016,United Kingdom,2172,UK1,Male,9,42,8.5, $189.00 ,10%, $170.10 
61771,6/2/2016,United Kingdom,2181,UK5,Female,8,38-39,6, $179.00 ,50%, $89.50 
61772,6/2/2016,United Kingdom,2186,UK2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
61772,6/2/2016,United Kingdom,2219,UK3,Male,9.5,42-43,9, $189.00 ,10%, $170.10 
61773,6/2/2016,Germany,2240,GER1,Male,12,45,11.5, $189.00 ,0%, $189.00 
61774,6/2/2016,Canada,2176,CAN1,Male,9,42,8.5, $169.00 ,0%, $169.00 
61775,6/2/2016,United States,2170,US9,Female,6.5,37,4.5, $149.00 ,50%, $74.50 
61776,6/2/2016,Germany,2161,GER1,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
61777,6/2/2016,Canada,2237,CAN6,Female,9,39-40,7, $189.00 ,50%, $94.50 
61778,6/2/2016,Germany,2159,GER1,Female,4.5,35,2.5, $159.00 ,10%, $143.10 
61779,6/2/2016,Canada,2179,CAN5,Male,10.5,43-44,10, $199.00 ,10%, $179.10 
61780,6/2/2016,Germany,2184,GER1,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61781,6/2/2016,United States,2209,US13,Male,10,43,9.5, $139.00 ,10%, $125.10 
61782,6/3/2016,United States,2156,US6,Male,14,47,13.5, $129.00 ,20%, $103.20 
61783,6/3/2016,Germany,2198,GER2,Male,10,43,9.5, $129.00 ,0%, $129.00 
61784,6/3/2016,United States,2195,US15,Female,9,39-40,7, $159.00 ,10%, $143.10 
61785,6/3/2016,Canada,2156,CAN6,Female,7.5,38,5.5, $149.00 ,0%, $149.00 
61786,6/3/2016,United States,2205,US12,Female,9,39-40,7, $149.00 ,0%, $149.00 
61787,6/3/2016,Canada,2228,CAN2,Female,7,37-38,5, $149.00 ,0%, $149.00 
61788,6/3/2016,Germany,2215,GER2,Female,7.5,38,5.5, $129.00 ,30%, $90.30 
61789,6/3/2016,United Kingdom,2154,UK3,Female,7.5,38,5.5, $149.00 ,10%, $134.10 
61790,6/3/2016,United States,2199,US3,Male,12,45,11.5, $189.00 ,0%, $189.00 
61791,6/3/2016,Germany,2147,GER2,Male,10.5,43-44,10, $159.00 ,10%, $143.10 
61792,6/3/2016,United Kingdom,2210,UK2,Male,11,44,10.5, $129.00 ,0%, $129.00 
61793,6/3/2016,Germany,2224,GER1,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
61794,6/3/2016,Germany,2180,GER2,Male,8,41,7.5, $159.00 ,30%, $111.30 
61795,6/3/2016,United States,2218,US3,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
61796,6/3/2016,United Kingdom,2164,UK4,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
61796,6/3/2016,United Kingdom,2208,UK2,Male,10,43,9.5, $179.00 ,0%, $179.00 
61797,6/3/2016,United States,2171,US10,Female,6.5,37,4.5, $189.00 ,0%, $189.00 
61798,6/3/2016,United States,2228,US14,Male,10,43,9.5, $199.00 ,20%, $159.20 
61799,6/3/2016,Canada,2237,CAN1,Male,10,43,9.5, $159.00 ,0%, $159.00 
61799,6/3/2016,Canada,2179,CAN5,Male,10.5,43-44,10, $199.00 ,10%, $179.10 
61800,6/3/2016,Germany,2228,GER1,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
61801,6/3/2016,United States,2222,US13,Male,11,44,10.5, $139.00 ,30%, $97.30 
61802,6/3/2016,Germany,2228,GER1,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
61803,6/3/2016,United States,2221,US10,Male,6,39,5.5, $189.00 ,50%, $94.50 
61803,6/3/2016,United States,2190,US10,Female,11.5,42,9.5, $179.00 ,50%, $89.50 
61804,6/3/2016,Germany,2188,GER1,Male,10,43,9.5, $129.00 ,30%, $90.30 
61805,6/4/2016,Germany,2150,GER2,Male,8,41,7.5, $189.00 ,0%, $189.00 
61806,6/4/2016,Germany,2155,GER1,Male,9,42,8.5, $149.00 ,50%, $74.50 
61807,6/4/2016,United States,2221,US4,Female,7,37-38,5, $149.00 ,0%, $149.00 
61808,6/4/2016,Germany,2151,GER3,Male,12,45,11.5, $169.00 ,0%, $169.00 
61809,6/4/2016,United States,2185,US3,Male,10.5,43-44,10, $129.00 ,50%, $64.50 
61810,6/4/2016,Germany,2192,GER1,Male,12,45,11.5, $189.00 ,20%, $151.20 
61811,6/4/2016,Canada,2211,CAN5,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
61811,6/4/2016,Canada,2204,CAN5,Female,7.5,38,5.5, $139.00 ,0%, $139.00 
61812,6/4/2016,Canada,2238,CAN3,Female,7,37-38,5, $139.00 ,30%, $97.30 
61813,6/4/2016,Germany,2159,GER2,Male,9,42,8.5, $129.00 ,0%, $129.00 
61814,6/4/2016,United States,2175,US13,Female,9,39-40,7, $139.00 ,0%, $139.00 
61815,6/4/2016,Germany,2233,GER2,Male,15,48,14.5, $159.00 ,0%, $159.00 
61815,6/4/2016,Germany,2217,GER2,Male,7.5,40-41,7, $189.00 ,0%, $189.00 
61816,6/4/2016,Germany,2195,GER3,Male,10,43,9.5, $129.00 ,0%, $129.00 
61817,6/4/2016,Canada,2151,CAN5,Female,9,39-40,7, $129.00 ,50%, $64.50 
61818,6/4/2016,Canada,2177,CAN5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61818,6/4/2016,Canada,2214,CAN7,Male,9,42,8.5, $199.00 ,0%, $199.00 
61819,6/4/2016,United States,2172,US13,Female,8,38-39,6, $129.00 ,50%, $64.50 
61820,6/4/2016,Germany,2148,GER1,Female,8.5,39,6.5, $199.00 ,50%, $99.50 
61821,6/4/2016,Canada,2179,CAN7,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61822,6/4/2016,United States,2186,US6,Male,11,44,10.5, $179.00 ,0%, $179.00 
61822,6/4/2016,United States,2221,US10,Male,6,39,5.5, $189.00 ,50%, $94.50 
61823,6/4/2016,United States,2188,US7,Female,9,39-40,7, $139.00 ,0%, $139.00 
61823,6/4/2016,United States,2163,US7,Female,10.5,41,8.5, $169.00 ,0%, $169.00 
61824,6/4/2016,Germany,2229,GER3,Female,8.5,39,6.5, $159.00 ,0%, $159.00 
61825,6/5/2016,Germany,2149,GER2,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
61826,6/5/2016,Germany,2232,GER1,Female,8,38-39,6, $169.00 ,0%, $169.00 
61827,6/5/2016,United States,2187,US14,Male,9.5,42-43,9, $199.00 ,30%, $139.30 
61828,6/5/2016,Canada,2231,CAN6,Male,10,43,9.5, $189.00 ,0%, $189.00 
61828,6/5/2016,Canada,2232,CAN3,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
61829,6/5/2016,United States,2224,US13,Male,9,42,8.5, $149.00 ,10%, $134.10 
61830,6/5/2016,Germany,2147,GER2,Male,7.5,40-41,7, $189.00 ,0%, $189.00 
61831,6/5/2016,Canada,2205,CAN5,Male,9,42,8.5, $199.00 ,10%, $179.10 
61832,6/5/2016,Germany,2174,GER1,Male,9.5,42-43,9, $129.00 ,30%, $90.30 
61833,6/5/2016,Canada,2220,CAN6,Male,9,42,8.5, $189.00 ,20%, $151.20 
61833,6/5/2016,Canada,2211,CAN5,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
61834,6/5/2016,Canada,2212,CAN7,Female,7,37-38,5, $149.00 ,0%, $149.00 
61835,6/5/2016,United States,2210,US11,Female,7.5,38,5.5, $199.00 ,50%, $99.50 
61836,6/5/2016,United States,2179,US13,Female,5.5,36,3.5, $189.00 ,0%, $189.00 
61837,6/5/2016,Germany,2242,GER2,Male,9,42,8.5, $139.00 ,20%, $111.20 
61838,6/5/2016,Germany,2155,GER2,Male,9,42,8.5, $129.00 ,0%, $129.00 
61838,6/5/2016,Germany,2233,GER2,Male,15,48,14.5, $159.00 ,0%, $159.00 
61839,6/5/2016,Germany,2211,GER2,Male,11.5,44-45,11, $139.00 ,10%, $125.10 
61840,6/5/2016,Germany,2174,GER1,Male,10.5,43-44,10, $169.00 ,50%, $84.50 
61841,6/5/2016,United States,2239,US12,Male,9,42,8.5, $179.00 ,0%, $179.00 
61842,6/5/2016,United States,2232,US12,Male,8,41,7.5, $149.00 ,0%, $149.00 
61843,6/5/2016,United States,2159,US12,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
61844,6/5/2016,United States,2179,US6,Male,9,42,8.5, $169.00 ,0%, $169.00 
61845,6/5/2016,Germany,2156,GER1,Male,11,44,10.5, $169.00 ,30%, $118.30 
61845,6/5/2016,Germany,2234,GER2,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
61846,6/5/2016,United States,2201,US4,Male,12,45,11.5, $129.00 ,0%, $129.00 
61846,6/5/2016,United States,2186,US6,Male,11,44,10.5, $179.00 ,0%, $179.00 
61847,6/6/2016,United Kingdom,2214,UK4,Female,10,40-41,8, $189.00 ,50%, $94.50 
61848,6/6/2016,United States,2241,US8,Female,8.5,39,6.5, $189.00 ,10%, $170.10 
61849,6/6/2016,United States,2157,US13,Female,6.5,37,4.5, $139.00 ,0%, $139.00 
61850,6/6/2016,United Kingdom,2149,UK1,Female,8,38-39,6, $179.00 ,0%, $179.00 
61851,6/6/2016,Canada,2213,CAN7,Male,10,43,9.5, $199.00 ,0%, $199.00 
61851,6/6/2016,Canada,2220,CAN6,Male,9,42,8.5, $189.00 ,20%, $151.20 
61852,6/6/2016,Germany,2157,GER2,Male,10.5,43-44,10, $139.00 ,10%, $125.10 
61852,6/6/2016,Germany,2233,GER2,Male,15,48,14.5, $159.00 ,0%, $159.00 
61853,6/6/2016,United States,2235,US15,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
61853,6/6/2016,United States,2156,US15,Female,8.5,39,6.5, $159.00 ,50%, $79.50 
61854,6/6/2016,United States,2152,US12,Female,8.5,39,6.5, $129.00 ,0%, $129.00 
61855,6/6/2016,United States,2148,US14,Male,9,42,8.5, $189.00 ,0%, $189.00 
61856,6/6/2016,Germany,2180,GER2,Male,11,44,10.5, $159.00 ,50%, $79.50 
61857,6/6/2016,United States,2190,US10,Female,11.5,42,9.5, $179.00 ,50%, $89.50 
61858,6/7/2016,United States,2182,US4,Male,8.5,41-42,8, $159.00 ,20%, $127.20 
61859,6/7/2016,United States,2154,US5,Male,11.5,44-45,11, $129.00 ,30%, $90.30 
61860,6/7/2016,United States,2199,US3,Male,12,45,11.5, $189.00 ,0%, $189.00 
61861,6/7/2016,United States,2177,US13,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
61862,6/7/2016,United States,2212,US15,Female,8,38-39,6, $149.00 ,0%, $149.00 
61863,6/7/2016,United States,2221,US13,Female,6.5,37,4.5, $179.00 ,20%, $143.20 
61864,6/7/2016,United States,2241,US1,Female,7.5,38,5.5, $129.00 ,0%, $129.00 
61865,6/7/2016,Canada,2181,CAN5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61866,6/7/2016,United States,2198,US13,Male,8.5,41-42,8, $189.00 ,10%, $170.10 
61866,6/7/2016,United States,2235,US15,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
61867,6/7/2016,Germany,2170,GER2,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
61868,6/7/2016,Germany,2182,GER2,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61869,6/7/2016,United States,2221,US10,Male,6,39,5.5, $189.00 ,50%, $94.50 
61870,6/8/2016,United States,2184,US6,Male,9.5,42-43,9, $189.00 ,10%, $170.10 
61871,6/8/2016,Germany,2184,GER1,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61871,6/8/2016,Germany,2149,GER2,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
61872,6/8/2016,United Kingdom,2179,UK2,Female,10,40-41,8, $149.00 ,20%, $119.20 
61873,6/8/2016,Germany,2240,GER3,Female,9.5,40,7.5, $139.00 ,0%, $139.00 
61874,6/8/2016,United States,2238,US15,Male,10.5,43-44,10, $159.00 ,50%, $79.50 
61875,6/8/2016,Germany,2222,GER3,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
61876,6/8/2016,Canada,2207,CAN6,Female,6.5,37,4.5, $199.00 ,0%, $199.00 
61877,6/8/2016,United Kingdom,2231,UK5,Male,9,42,8.5, $159.00 ,20%, $127.20 
61878,6/8/2016,United States,2194,US4,Female,9,39-40,7, $139.00 ,10%, $125.10 
61879,6/8/2016,Canada,2214,CAN1,Female,9,39-40,7, $139.00 ,0%, $139.00 
61880,6/8/2016,United Kingdom,2184,UK3,Female,9,39-40,7, $129.00 ,0%, $129.00 
61881,6/8/2016,Canada,2204,CAN5,Female,7.5,38,5.5, $139.00 ,0%, $139.00 
61882,6/8/2016,United States,2154,US13,Male,10.5,43-44,10, $179.00 ,10%, $161.10 
61882,6/8/2016,United States,2198,US13,Male,8.5,41-42,8, $189.00 ,10%, $170.10 
61883,6/8/2016,United States,2239,US4,Male,10,43,9.5, $129.00 ,10%, $116.10 
61883,6/8/2016,United States,2166,US3,Male,9.5,42-43,9, $159.00 ,10%, $143.10 
61884,6/8/2016,United States,2180,US5,Male,10,43,9.5, $159.00 ,0%, $159.00 
61885,6/8/2016,United States,2177,US15,Female,10.5,41,8.5, $149.00 ,0%, $149.00 
61886,6/8/2016,United States,2190,US14,Male,11.5,44-45,11, $129.00 ,20%, $103.20 
61887,6/8/2016,Germany,2197,GER2,Male,10,43,9.5, $179.00 ,30%, $125.30 
61888,6/9/2016,Germany,2156,GER1,Male,9,42,8.5, $159.00 ,30%, $111.30 
61889,6/9/2016,Germany,2228,GER1,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
61890,6/9/2016,United States,2225,US11,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
61891,6/9/2016,Germany,2209,GER1,Male,11.5,44-45,11, $179.00 ,0%, $179.00 
61892,6/9/2016,Germany,2159,GER2,Female,6.5,37,4.5, $129.00 ,0%, $129.00 
61893,6/9/2016,United States,2204,US1,Female,9,39-40,7, $159.00 ,0%, $159.00 
61894,6/9/2016,Germany,2167,GER1,Male,12,45,11.5, $159.00 ,20%, $127.20 
61895,6/9/2016,United States,2186,US13,Female,6.5,37,4.5, $149.00 ,0%, $149.00 
61895,6/9/2016,United States,2233,US13,Male,9,42,8.5, $139.00 ,0%, $139.00 
61896,6/9/2016,United States,2192,US14,Male,7,40,6.5, $189.00 ,0%, $189.00 
61897,6/9/2016,Germany,2198,GER2,Male,10,43,9.5, $129.00 ,0%, $129.00 
61898,6/9/2016,United Kingdom,2235,UK3,Male,12,45,11.5, $159.00 ,0%, $159.00 
61899,6/9/2016,Canada,2211,CAN5,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
61900,6/9/2016,United States,2239,US4,Male,10,43,9.5, $129.00 ,10%, $116.10 
61901,6/9/2016,United States,2179,US14,Female,7.5,38,5.5, $139.00 ,50%, $69.50 
61902,6/9/2016,Germany,2207,GER1,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
61903,6/9/2016,Germany,2230,GER1,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
61904,6/9/2016,United States,2234,US10,Male,9,42,8.5, $129.00 ,30%, $90.30 
61905,6/9/2016,Germany,2229,GER2,Male,8.5,41-42,8, $179.00 ,10%, $161.10 
61906,6/9/2016,United States,2220,US15,Male,11,44,10.5, $139.00 ,0%, $139.00 
61907,6/10/2016,United States,2198,US9,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
61908,6/10/2016,Germany,2147,GER2,Male,7.5,40-41,7, $189.00 ,0%, $189.00 
61909,6/10/2016,United Kingdom,2224,UK1,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
61910,6/10/2016,Germany,2157,GER1,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
61911,6/10/2016,United States,2208,US13,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
61912,6/10/2016,Canada,2205,CAN5,Male,9,42,8.5, $199.00 ,10%, $179.10 
61913,6/10/2016,Germany,2220,GER2,Male,10,43,9.5, $129.00 ,0%, $129.00 
61914,6/10/2016,United States,2242,US14,Male,11,44,10.5, $149.00 ,20%, $119.20 
61915,6/10/2016,Germany,2155,GER1,Male,9,42,8.5, $149.00 ,50%, $74.50 
61916,6/10/2016,Canada,2204,CAN2,Male,10,43,9.5, $179.00 ,0%, $179.00 
61917,6/10/2016,United Kingdom,2186,UK2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
61918,6/10/2016,United States,2161,US14,Female,7.5,38,5.5, $189.00 ,0%, $189.00 
61919,6/10/2016,United States,2209,US13,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
61920,6/10/2016,United States,2233,US12,Female,8,38-39,6, $179.00 ,0%, $179.00 
61921,6/10/2016,United Kingdom,2151,UK1,Female,9,39-40,7, $139.00 ,10%, $125.10 
61922,6/10/2016,Germany,2221,GER2,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
61923,6/10/2016,Germany,2192,GER2,Male,9.5,42-43,9, $189.00 ,20%, $151.20 
61923,6/10/2016,Germany,2184,GER2,Female,8.5,39,6.5, $159.00 ,0%, $159.00 
61924,6/10/2016,United States,2212,US15,Female,8,38-39,6, $149.00 ,0%, $149.00 
61925,6/10/2016,United States,2159,US12,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
61926,6/10/2016,Canada,2175,CAN5,Female,9.5,40,7.5, $169.00 ,20%, $135.20 
61927,6/10/2016,United States,2218,US2,Female,8,38-39,6, $179.00 ,0%, $179.00 
61928,6/11/2016,United States,2225,US15,Female,7.5,38,5.5, $179.00 ,10%, $161.10 
61929,6/11/2016,Germany,2176,GER1,Male,11.5,44-45,11, $199.00 ,30%, $139.30 
61930,6/11/2016,Germany,2150,GER1,Male,10,43,9.5, $169.00 ,0%, $169.00 
61931,6/11/2016,United States,2158,US13,Female,8,38-39,6, $139.00 ,0%, $139.00 
61932,6/11/2016,United States,2149,US13,Female,7,37-38,5, $139.00 ,50%, $69.50 
61933,6/11/2016,Germany,2167,GER1,Male,11.5,44-45,11, $179.00 ,0%, $179.00 
61934,6/11/2016,United States,2157,US13,Female,6.5,37,4.5, $139.00 ,0%, $139.00 
61934,6/11/2016,United States,2198,US13,Female,8.5,39,6.5, $189.00 ,50%, $94.50 
61935,6/11/2016,Germany,2210,GER1,Male,11,44,10.5, $199.00 ,0%, $199.00 
61936,6/11/2016,Canada,2235,CAN1,Female,9,39-40,7, $129.00 ,0%, $129.00 
61937,6/11/2016,Canada,2178,CAN3,Male,10.5,43-44,10, $199.00 ,20%, $159.20 
61938,6/11/2016,Germany,2159,GER1,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
61939,6/11/2016,United States,2210,US14,Male,12,45,11.5, $149.00 ,0%, $149.00 
61940,6/11/2016,United States,2164,US13,Male,7,40,6.5, $129.00 ,0%, $129.00 
61940,6/11/2016,United States,2224,US13,Male,10,43,9.5, $179.00 ,0%, $179.00 
61941,6/11/2016,United Kingdom,2184,UK3,Female,9,39-40,7, $129.00 ,0%, $129.00 
61942,6/11/2016,Germany,2180,GER2,Male,8,41,7.5, $159.00 ,30%, $111.30 
